Convocatoria anterior,Código de curso,Curso,Objetivos,Contenidos,Requisitos,Etiquetas,Libros,Moodle_url,Portada,Horas,Descripción,Convocatoria,Curso Escolar,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3,3.4,4.1,4.2,4.3,5.1,5.2,5.3,6.1,6.2,6.3,6.4,6.5
False,,Proyecta eTwinning,,,,Metodologías,etwinning,https://moodle.catedu.es/course/view.php?id=73,https://moodle.catedu.es/pluginfile.php/5478/course/overviewfiles/etwinning.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Linux,,,,Destrezas digitales/avanzadas,curso_linux,https://moodle.catedu.es/course/view.php?id=114,https://moodle.catedu.es/pluginfile.php/7384/course/overviewfiles/BackSlash_Linux_Elsa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,265.0,¡Hola SIGAD!,,,,Otros,https://libros.catedu.es/books/hola-sigad,https://moodle.catedu.es/course/view.php?id=1086,https://moodle.catedu.es/pluginfile.php/133357/course/overviewfiles/SIG.png,,,1.0,2022-23,A2,A2,A1,B1,A2,,,,,,,,A2,A2,A2,,,,,,,,
True,717.0,ROVER MARCIANO CON ARDUINOBLOCKS E INTERNET DE LAS COSAS IoT,,"1. Introducción
2. Arduinoblocks
3. Blynk
4. Avanzado",,STEAM/avanzadas,Rover-arduino,https://moodle.catedu.es/course/view.php?id=1091,https://moodle.catedu.es/pluginfile.php/134802/course/overviewfiles/IMG_20210430_124757478.jpg,,,1.0,2022-23,A2,A2,A1,B1,B1,,B1,,B1,,,,,,,A1,,A1,,,A1,,A1
False,,Lenguas extranjeras con TIC,,,,Metodologías,lenguas-extranjeras-con-las-tic,https://moodle.catedu.es/course/view.php?id=100,https://moodle.catedu.es/pluginfile.php/6603/course/overviewfiles/dictionary-2317654_1920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Exelearning y otras herramientas,,,,Destrezas digitales/básicas,exelearning-y-otras-herramientas,https://moodle.catedu.es/course/view.php?id=105,https://moodle.catedu.es/pluginfile.php/6785/course/overviewfiles/Exelearning-net.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,115.0,CREACIÓN DE CONTENIDOS INTERACTIVOS EN H5P EN Aeducar y Moodle,,"1. Algunos contenidos H5P Agamotto Acordeón (Accordion) Arrastra las palabras (Drag Text) Imagen con puntos destacados / Image Hotspot Tarjetas giratorias (Dialog cards) 
2. Presentación del Curso (Course presentation) 
3. Videos interactivos ",,Destrezas digitales/avanzadas,https://libros.catedu.es/books/creacion-de-contenidos-interactivos-en-h5p-en-aeducar-y-moodle,https://moodle.catedu.es/course/view.php?id=1144,https://moodle.catedu.es/pluginfile.php/139453/course/overviewfiles/Creacio%CC%81n%20de%20contenidos%20interactivos%20en%20H5P%20en%20Moodle.jpg,40.0,,1.0,2022-23,B1,B1,B1,B1,B1,,B1,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,,
False,,FUNCIONARIADO EN PRÁCTICAS. CUERPO DE ARTES PLÁSTICAS Y DISEÑO.(0595),,"1-¿Qué pretendemos lograr en nuestros estudiantes? 
2-Conocemos la materia prima con la que trabajamos: el cerebro de nuestros alumnos 
3-Añadimos la evaluación a la receta 
4-Los ABPs 
5-El método del caso 
6-Aprender cooperando 
7-Ponemos la clase (patas arriba)
8-La parte más importante: tú mismo",,Especiales/Funcionariado en prácticas,FUN_PRAC_0595,https://moodle.catedu.es/course/view.php?id=432,https://moodle.catedu.es/pluginfile.php/72314/course/overviewfiles/maker.jpg,20.0,,,,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
False,,FUNCIONARIADO EN PRÁCTICAS. CUERPO DE PROFESORES DE ENSEÑANZA SECUNDARIA.(0590),,"MÓDULO 1. Metodologías activas.
MÓDULO 2: Documentación educativa.
MÓDULO 3: Comunidad educativa.
MÓDULO 4: Prevención de riesgos laborales del personal docente en Aragón.",,Especiales/Funcionariado en prácticas,FUN_PRAC_0590,https://moodle.catedu.es/course/view.php?id=261,https://moodle.catedu.es/pluginfile.php/35707/course/overviewfiles/istockphoto-1133385963-612x612.jpg,20.0,,,,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,7500.0,HERRAMIENTAS Y HABILIDADES SOCIALES.BIL-M5 y COFO-M6,,"1 Habilidades comunicativas y de escucha activa.
  -Axiomas básicos de la comunicación.
  -Lenguaje verbal. Precisión del lenguaje para hacer llegar el mensaje.
  -Saber escuchar. La escucha activa.
  -Lenguaje no verbal.

2 Resolución de conflictos.
  -Importancia de la forma en que se resuelven los conflictos. Actitudes ante el conflicto.
  -Tú ganas yo gano.
  -Gestión positiva del conflicto.
  -Percepciones.
  -Identificar intereses.

3 Gestión de equipos humanos en un centro escolar.
  -Mejorar el trabajo en grupo. El grupo y la tarea.
  -Las relaciones en los equipos docentes: escuchar- comprender- valorar.
  -Liderazgo.

Esta actividad se considera equivalente al módulo 5 del itinerario formativo de las personas coordinadoras del Itinerario Bilingüe en los centros educativos no universitarios.
Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios.
Módulo: 5 HERRAMIENTAS Y HABILIDADES SOCIALES

Esta actividad se considera equivalente al módulo 6 del bloque específico del itinerario formativo de personas coordinadoras de formación en los centros educativos no universitarios.
Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios.
Módulo: 6 HERRAMIENTAS Y HABILIDADES SOCIALES",,Itinerarios formativos/bloque específico cofo,M6-E-CO-Habilidades Sociales,https://moodle.catedu.es/course/view.php?id=172,https://moodle.catedu.es/pluginfile.php/22123/course/overviewfiles/c3c303b4a7d390d719a04a597762-1431771.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,8200.0,HERRAMIENTAS Y HABILIDADES SOCIALES.COFO-M6 y BIL-M5,,"1 Habilidades comunicativas y de escucha activa.
  - Axiomas básicos de la comunicación.
  - Lenguaje verbal. Precisión del lenguaje para hacer llegar el mensaje.
  - Saber escuchar. La escucha activa.
  - Lenguaje no verbal.
2 Resolución de conflictos.
  - Importancia de la forma en que se resuelven los conflictos. Actitudes ante el conflicto.
  - Tú ganas yo gano.
  - Gestión positiva del conflicto.
  - Percepciones.
  - Identificar intereses.
3 Gestión de equipos humanos en un centro escolar.
  - Mejorar el trabajo en grupo. El grupo y la tarea.
  - Las relaciones en los equipos docentes: escuchar- comprender- valorar.
  - Liderazgo.

Esta actividad se considera equivalente al módulo 6 del bloque específico del itinerario formativo de personas coordinadoras de formación en los centros educativos no universitarios.
Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios.
Módulo: 6 HERRAMIENTAS Y HABILIDADES SOCIALES

Esta actividad se considera equivalente al módulo 5 del itinerario formativo de las personas coordinadoras del Itinerario Bilingüe en los centros educativos no universitarios.
Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios.
Módulo: 5 HERRAMIENTAS Y HABILIDADES SOCIALES",,Itinerarios formativos/bloque específico cofo,M6-E-CO-Habilidades Sociales,https://moodle.catedu.es/course/view.php?id=172,https://moodle.catedu.es/pluginfile.php/126553/course/overviewfiles/american-analyzing-blond-board-brainstorming-briefing-1447919-pxhere.com.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
False,,FUNCIONARIADO EN PRÁCTICAS. CUERPO DE PROFESORES TÉCNICOS DE FORMACIÓN PROFESIONAL.(0591),,"MÓDULO 1. Metodologías activas.
MÓDULO 2: Documentación educativa.
MÓDULO 3: Comunidad educativa.
MÓDULO 4: Prevención de riesgos laborales del personal docente en Aragón.",,Especiales/Funcionariado en prácticas,FUN_PRAC_0591,https://moodle.catedu.es/course/view.php?id=1147,https://moodle.catedu.es/pluginfile.php/139524/course/overviewfiles/2021-09-22%2010_51_02-Documento1%20-%20Microsoft%20Word.jpg,20.0,,,,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,188.0,EL MODELO HIP EN EL ÁMBITO EDUCATIVO,,"MÓDULO 1. MODELO HIP Qué es y de dónde surge
 - MODELO HIP Qué es y de dónde surge
 - La base teórica del modelo HIP
 - Innovación y transformación
 - El ecosistema bosque: los vectores en la naturaleza
 - Modelo HIP

MÓDULO 2. CIENCIA DE REDES
 - Cómo son y cómo deberían ser los ecosistemas donde se innova
 - El punto y la línea
 - Toolkit
 - Dibuja tu propio ecosistema HIP
 - Cuestionario HIP
 - Diagnóstico HIP
 - Ciencia de redes

MÓDULO 3. VECTORES Y METODOLOGÍAS
 - Cómo son y qué hacen las organizaciones más punteras en innovación
 - Las metodologías
 - Los vectores
 - Pasa a la acción HIP
 - Los vectores y las metodologías en el ámbito educativo
 - Los vectores

MÓDULO 4. HERRAMIENTAS ESPECÍFICAS PARA EL ÁMBITO EDUCATIVO
 - Del autodiagnóstico a la planificación para la acción
 - Análisis
 - Planificación para la acción
 - Herramienta &#8220;a vista de pájaro&#8221;
 - Los 6 pasos

MÓDULO 5. PROYECTO PILOTO EN UNA ESCUELA RURAL
 - Del autodiagnóstico a la planificación para la acción
 - Caso de aplicación
 - Fases
 - Resultados

ANEXO. INSTITUCIONES QUE APRENDEN
 - Hexágono de la Innovación Pública
 - Modelo HIP
 - Diagnóstico
 - Ciencia de redes
 - Ética del rizoma
 - Modelo sintético HIP
 - Modelo HIP educativo

RECURSOS
 - RECURSOS. Hexágono de la Innovación Pública",,Metodologías,HIP,https://moodle.catedu.es/course/view.php?id=1177,https://moodle.catedu.es/pluginfile.php/147113/course/overviewfiles/montaje_laboratorio%20HIP.png,30.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,325.0,LA BICICLETA Y LOS ENTORNOS ESCOLARES: HERRAMIENTAS DIDÁCTICAS,,"¿CÓMO AFECTAN LAS CIUDADES A LA SALUD DE LAS PERSONAS?
 - Contaminación del aire
 - Ruido
 - Espacios naturales
 - Actividad física
 - Temperatura
 - Conclusiones

ENTORNOS ESCOLARES
 - Problemática actual
 - Proyectos escolares

LA BICICLETA EN LA CIUDAD
 - La ciudad de los coches

RECURSOS PARA EL AULA",,Escuela abierta,BICICLETA,https://moodle.catedu.es/course/view.php?id=1178,https://moodle.catedu.es/pluginfile.php/147126/course/overviewfiles/PHOTO-2021-01-27-21-01-59.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
False,,TRABAJO FIN DE ITINERARIO COFO.COFO-TFI,,"Propuestas para impulsar la participación del profesorado en las actividades de formación de su centro 

Estrategias de coordinación con el Centro de Profesorado para la mejora de la formación de los docentes de su centro y propuesta de actividades concretas 

Estrategias de coordinación con el Centro de Profesorado para la mejora de la formación de los docentes de su centro y propuesta de actividades concretas
Indicadores de log.

Reflexión personal sobre qué puede aportar el solicitante a la formación de los docentes de su centro desde su experiencia personal y docente",,Itinerarios formativos/bloque específico cofo,TFI-E-CO,https://moodle.catedu.es/course/view.php?id=421,https://moodle.catedu.es/pluginfile.php/70760/course/overviewfiles/administration_analytics_business_commerce_data_desk_documents_finance-911763.jpg,30.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
False,,Grabación de pantalla y retransmisión en Streaming con OBS,,"1. Grabación enriquecida de tu pantalla.
2. Retransmitiendo a Youtube
3. Para saber más.",,Destrezas digitales/avanzadas,grabacion-streaming-obs,https://moodle.catedu.es/course/view.php?id=1197,https://moodle.catedu.es/pluginfile.php/150177/course/overviewfiles/obs.png,20.0,,1.0,2022-23,A2,A2,A1,B1,A2,,B1,,A1,,,,,,,A1,,A1,,,A1,,A1
False,,Microcontroladores vestibles y conectados a internet,,"1. Toma de contacto con Arduino nano 33IoT
2. Conectando sensores y actuadores
3. Nos conectamos a internet",,STEAM,vestibles-internet,https://moodle.catedu.es/course/view.php?id=1261,https://moodle.catedu.es/pluginfile.php/174530/course/overviewfiles/portada-microcont.jpg,40.0,,1.0,2022-23,A2,B1,A1,B1,A2,,B1,,A1,,,,,,,A1,,A1,,,A1,,A1
False,,Fundamentos de programación estructurada con PSeInt y Scratch,,"1. Introducción a la programación.
2. Primeros pasos con PSeInt y Scratch.
3. Elementos básicos en Programación.
4. Ejercicios resueltos.",,STEAM/Programación,pseint-scratch,https://moodle.catedu.es/course/view.php?id=1239,https://moodle.catedu.es/pluginfile.php/154769/course/overviewfiles/Portadalibro.png,30.0,,1.0,2022-23,A2,B1,A1,B1,A2,,B1,,A1,,,,,,,A1,,A1,,,A2,,A2
True,75.0,Arduino con ArduinoBlocks,,,,STEAM/Robótica,,https://moodle.catedu.es/course/view.php?id=1198,https://moodle.catedu.es/pluginfile.php/150454/course/overviewfiles/portadaarduinoblocks.png,,,1.0,2022-23,A2,B1,A1,B1,A2,,B1,,A1,,,,,,,A1,,A1,,,A1,A1,A1
True,187.0,"El huerto escolar: diseño, organización, estrategias didácticas y dinamización",,"1- DISEÑO E INSTALACIÓN DEL HUERTO DESDE CERO.
 2. HORTICULTURA
 3. INTEGRACIÓN DEL HUERTO A NIVEL DE CENTRO Y EN SU ENTORNO 
 4. PROBLEMAS HABITUALES y ALTERNATIVAS",,STEAM,https://libros.catedu.es/books/el-huerto-escolar-diseno-organizacion-estrategias-didacticas-y-dinamizacion,https://moodle.catedu.es/course/view.php?id=1202,https://moodle.catedu.es/pluginfile.php/150698/course/overviewfiles/plants-g19db1b297_1920.jpg,40.0,"Los huertos de los centros educativos son un espacio perfecto para poder trabajar interdiciplinarmente ya que lo que en ellos se puede experimentar, aprender y desarrollar abarca muchas asignaturas del currículo.

Con este curso pretendemos crear una red interdisciplinar donde aprender unos de otros, de las actividades ya realizadas y de otras que están por llegar, cuyo motor es y será nuestra huerta. Esta profesión nuestra es muy versátil. La creatividad y las ganas de poner en marcha nuevas prácticas, en el mismo frente y con nuestros alumnos y compañeros, harán que, cada vez más, fomentemos este tipo de proyectos en los centros educativos.",1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
False,,Diseña un Plan Digital de Centro,,"1. La competencia digital de una organización educativa. Plan Digital de Centro
2. Escuelas digitalmente competentes: dimensiones organizativa y pedagógica
3. Herramientas de diagnóstico: SELFIE DE CENTROS Y SELFIE DOCENTES ARAGON
4. Herramientas de análisis de resultados: DAFO Y CAME.
5. Plan de Acción y Memoria.
6. Otros recursos.",,Normativa Educativa,Diseña-Plan-Digital-Centro-Aragon,https://moodle.catedu.es/course/view.php?id=1262,https://moodle.catedu.es/pluginfile.php/175090/course/overviewfiles/CARAMELO-BISEL-2048x853.png,40.0,,1.0,2022-23,B1,B1,B1,B1,B1,,B1,B1,,,,,,,,,,,,,,,
